Profile_Index,Valid_Count,Gradient_RMSE_dBZ
16909,6,2.7840135
16910,6,3.6876867
16911,7,3.9163384
16912,6,3.8200123
16913,6,3.2723415
16914,8,2.4978592
16915,8,2.9787405
16916,6,5.0691104
16917,12,3.2268646
16918,14,5.7740254
16919,12,3.0787456
16920,12,3.1125658
16921,14,2.5848908
16922,14,1.9325306
16923,14,2.9068863
16924,11,2.0904014
16925,10,3.054326
16926,11,2.226933
16927,13,1.705831
16928,13,3.088375
16929,11,2.0032468
16930,12,2.9330735
16931,13,3.1609883
16932,7,1.8539567
16933,11,2.840036
16934,7,2.6628475
16935,11,2.103182
16936,13,3.5696568
16937,11,2.769559
16938,14,2.7082157
16939,15,3.4139676
16940,13,2.270509
16941,11,3.6657689
16942,11,5.059959
16943,9,6.9404974
16944,8,5.481662
16945,12,3.2874956
16946,5,4.1547427
16947,2,
16948,8,4.8777213
16949,8,1.9332833
16950,10,2.588911
16951,3,4.93948
16952,5,4.187858
16953,3,3.3200634
16954,5,5.590395
16955,6,1.7094215
16956,9,3.1662424
16957,0,
16958,0,
16959,0,
16960,0,
16961,0,
16962,0,
16963,0,
16964,0,
16965,0,
16966,0,
16967,0,
16968,0,
16969,0,
16970,0,
16971,0,
16972,0,
16973,0,
16974,0,
16975,0,
16976,0,
16977,0,
16978,0,
16979,0,
16980,0,
16981,0,
16982,0,
16983,0,
16984,0,
16985,0,
16986,0,
16987,15,6.6348715
16988,20,4.7574706
16989,15,6.5849543
16990,19,2.5904782
16991,19,4.363913
16992,17,6.07068
16993,7,9.372408
16994,12,4.2848783
16995,9,5.134968
16996,8,2.71344
16997,2,
16998,5,0.5271191
16999,7,4.0349865
17000,10,5.4769855
17001,11,4.377338
17002,9,4.1776586
17003,11,6.0905027
17004,14,5.609002
17005,14,5.8715415
17006,10,5.1854634
17007,11,2.7772138
17008,9,3.1527307
17009,6,4.0028505
17010,5,3.861761
17011,4,3.9303737
17012,4,5.0064692
17013,5,3.9095397
17014,4,4.1907187
17015,5,6.4301934
17016,6,4.2671323
17017,2,
17018,3,0.6518533
17019,1,
17020,6,4.5567126
17021,6,6.0960646
17022,6,4.964367
17023,7,3.4600596
17024,8,3.5341976
17025,12,4.922634
17026,9,6.07383
17027,12,5.8290462
17028,9,7.0269933
17029,7,5.7863946
17030,5,6.7790675
17031,4,6.1238604
17032,3,3.172217
17033,2,
17034,4,2.018415
17035,2,
17036,3,4.977742
17037,0,
17038,8,5.7501693
17039,5,1.6455668
17040,0,
17041,0,
17042,0,
17043,0,
17044,26,1.8687191
17045,38,3.7185574
17046,43,3.9108293
17047,44,3.476253
17048,32,6.817026
17049,21,9.142958
17050,27,6.994364
17051,36,4.735727
17052,41,3.0035312
17053,41,3.8081934
17054,36,3.5924714
17055,33,1.9857186
17056,35,3.7346284
17057,36,3.3890364
17058,23,4.8476934
17059,28,5.4649925
17060,40,5.8582835
17061,50,3.5383284
17062,50,5.87209
17063,51,4.778928
17064,50,4.6596723
17065,50,5.2732677
17066,52,4.924694
17067,50,4.077873
17068,51,4.5709825
17069,47,4.478318
17070,20,4.7526717
17071,25,3.0783823
17072,22,3.632865
17073,40,3.3026302
17074,43,3.9136434
17075,47,2.7382567
17076,50,2.206035
17077,53,4.0687923
17078,50,4.8051767
17079,52,4.236705
17080,46,1.9880298
17081,45,2.8372715
17082,47,3.148614
17083,48,3.0055397
17084,49,2.3205314
17085,44,3.480635
17086,35,2.520214
17087,22,3.1956043
17088,19,2.0843356
17089,21,2.5707984
17090,22,3.5373955
17091,38,3.6700296
17092,42,3.2588725
17093,34,3.7941072
17094,46,3.1404502
17095,51,3.2611966
17096,47,3.5352964
17097,51,3.1524842
17098,53,2.7654793
17099,49,2.8425026
17100,47,3.240983
17101,50,2.4387746
17102,57,2.0119178
17103,53,4.2524033
17104,56,3.960895
17105,57,3.7519274
17106,57,3.8915966
17107,58,3.692319
17108,59,3.5679815
17109,58,3.4557607
17110,59,3.0643053
17111,60,3.4526618
17112,58,3.2767458
17113,58,3.517131
17114,59,3.6958122
17115,60,3.6315649
17116,49,5.3829756
17117,58,3.331689
17118,41,3.813396
17119,47,4.432694
17120,44,6.252193
17121,48,5.5274997
17122,43,3.74683
17123,39,3.9456387
17124,35,5.1717896
17125,32,5.9668283
17126,33,5.5469184
17127,31,6.9013305
17128,29,6.9818845
17129,22,3.8170292
17130,35,5.268238
17131,17,6.8715496
17132,26,3.2360537
17133,27,2.2010431
17134,26,4.4240365
17135,29,2.3122957
17136,25,5.116914
17137,24,5.6115155
17138,30,5.3158007
17139,35,3.8059125
17140,36,4.5876
17141,33,3.2043784
17142,28,3.7301846
17143,33,3.4772723
17144,28,4.2005787
17145,31,3.1540782
17146,30,3.6942093
17147,22,6.7335315
17148,32,7.1869793
17149,24,2.0367846
17150,23,3.6148622
17151,4,1.6973933
17152,9,4.0440965
17153,1,
17154,17,3.5428486
17155,19,6.2099433
17156,14,3.9099424
17157,29,5.338166
17158,13,3.6267695
17159,27,5.452413
17160,14,3.984582
17161,15,2.769041
17162,13,2.496107
17163,13,2.579196
17164,14,2.6798284
17165,5,1.9745612
17166,21,2.80928
17167,7,2.573525
17168,21,2.0427265
17169,8,2.5998645
17170,22,1.6051657
17171,16,2.7725933
17172,15,4.9183826
17173,16,3.3002865
17174,10,3.4918451
17175,11,3.7214746
17176,9,5.409006
17177,9,3.9190443
17178,7,1.260507
17179,8,2.0912838
17180,10,2.856329
17181,13,3.0446172
17182,12,3.3466573
17183,14,2.628901
17184,17,8.079046
17185,15,8.288029
17186,15,9.138355
17187,13,3.433767
17188,4,1.1067026
17189,0,
17190,2,
17191,4,1.988805
17192,4,1.7919185
17193,8,2.9123282
17194,16,3.946376
17195,18,3.790391
17196,12,5.8279395
17197,19,5.2949166
17198,14,9.103392
17199,8,9.279002
17200,4,7.136103
17201,4,6.692061
17202,7,5.943393
17203,10,4.981397
17204,10,4.0548677
17205,8,3.7590559
17206,3,3.7546256
17207,3,4.255412
17208,4,3.741241
17209,8,3.1897492
17210,8,5.367161
17211,9,3.0110903
17212,8,3.5311692
17213,8,3.5998263
17214,9,3.2325206
17215,6,4.1855245
17216,3,2.144864
17217,2,
17218,6,0.61509705
17219,6,1.9808528
17220,4,4.248083
17221,4,3.1174839
17222,4,3.4190745
17223,6,4.2930403
17224,7,2.8377576
17225,8,3.4478452
17226,7,4.386942
17227,4,2.1918268
17228,5,3.6914966
17229,7,4.69829
17230,5,1.7892176
17231,11,6.5223584
17232,14,6.6369996
17233,8,4.945859
17234,5,3.547704
17235,6,6.153278
17236,5,6.0231457
17237,5,0.7091966
17238,0,
17239,0,
17240,5,5.7036138
17241,5,4.5900216
17242,4,3.5470064
17243,3,2.2625425
17244,7,3.545247
17245,7,5.6018977
17246,2,
17247,4,3.6871908
17248,3,0.67687106
17249,5,4.2862167
17250,18,4.3869534
17251,21,4.6854973
17252,19,4.1243834
17253,27,3.4240842
17254,29,3.8972843
17255,33,2.0635796
17256,33,3.4100583
17257,39,2.4124076
17258,32,3.9255936
17259,28,5.0252886
17260,13,4.95685
17261,10,5.5596666
17262,22,7.9801173
17263,12,7.6594224
17264,37,5.8829618
17265,34,4.5030346
17266,32,4.9627295
17267,29,3.4393866
17268,28,8.978199
17269,28,3.691259
17270,17,7.011773
17271,11,5.194483
17272,4,4.422535
17273,9,4.901595
17274,7,3.6119561
17275,17,2.2442796
17276,29,2.9075446
17277,36,2.5866275
17278,36,1.676917
17279,37,1.860658
17280,35,6.9855547
17281,36,1.8838371
17282,8,22.049025
17283,16,3.5145638
17284,12,5.430049
17285,31,3.8946264
17286,32,4.368663
17287,27,3.8133924
17288,41,2.3735964
17289,28,2.391219
17290,44,2.224281
17291,39,3.0130148
17292,47,3.400469
17293,47,3.0969706
17294,39,2.3007057
17295,47,3.3229544
17296,21,3.9064686
17297,35,3.3639336
17298,11,5.5950117
17299,1,
17300,0,
17301,2,
17302,14,1.5199721
17303,7,1.877342
17304,1,
17305,16,1.9900625
17306,15,2.5445023
17307,1,
17308,11,2.5776436
17309,14,2.8842819
17310,8,2.4593318
17311,3,3.095864
17312,7,4.724832
17313,7,3.9704566
17314,21,3.4495118
17315,21,3.385744
17316,19,2.5952187
17317,15,2.3410616
17318,10,5.882724
17319,17,2.6917434
17320,14,3.8874066
17321,11,2.830869
17322,5,4.954583
17323,20,2.9578185
17324,3,2.939353
17325,11,2.573952
17326,33,4.877023
17327,28,5.2232027
17328,50,2.75927
17329,43,3.7043517
17330,55,1.7238762
17331,55,1.9711282
17332,46,2.3155675
17333,35,2.5430913
17334,19,4.0749464
17335,1,
17336,12,3.980376
17337,8,1.6199713
17338,7,3.6265607
17339,10,4.180937
17340,20,3.617774
17341,17,2.5950754
17342,19,3.7014077
17343,11,5.454975
17344,4,3.028762
17345,3,3.8218296
17346,2,
17347,1,
17348,5,3.733328
17349,4,2.1399543
17350,8,4.2292213
17351,7,2.862927
17352,9,4.72832
17353,21,4.5204754
17354,18,3.9675708
17355,17,3.862665
17356,11,3.9883058
17357,5,6.6571302
17358,0,
17359,0,
17360,1,
17361,10,1.7644063
17362,10,3.1348546
17363,10,4.434224
17364,7,3.6334758
17365,12,3.3383296
17366,16,3.4211338
17367,14,4.6965504
17368,15,4.91119
17369,17,4.024858
17370,15,4.184843
17371,16,4.0565534
17372,14,5.599056
17373,14,3.1426096
17374,14,3.309478
17375,16,3.3620324
17376,19,3.6704414
17377,16,3.9895155
17378,17,2.663035
17379,15,2.1745567
17380,18,3.6915996
17381,17,5.9390955
17382,16,3.7824218
17383,11,7.9660335
17384,11,2.0940619
17385,13,2.8710666
17386,6,1.0090387
17387,9,1.9741347
17388,11,2.200975
17389,9,2.4027896
17390,3,2.6310508
17391,11,1.9534714
17392,8,3.7094765
17393,11,3.626468
17394,9,3.931781
17395,24,3.9265745
17396,24,5.1001253
17397,9,2.875465
17398,4,2.2045567
17399,2,
17400,7,1.3367267
17401,1,
17402,1,
17403,10,1.3614315
17404,8,3.8145704
17405,11,3.503019
17406,12,2.4852552
17407,0,
17408,0,
17409,0,
17410,2,
17411,2,
17412,4,5.0569925
17413,4,5.883703
17414,1,
17415,8,3.2300603
17416,11,3.9116955
17417,10,4.1174483
17418,10,5.1138763
17419,10,4.6359777
17420,10,4.342349
17421,7,6.2171216
17422,8,7.0153213
17423,6,6.689011
17424,4,4.941382
17425,5,3.0171888
17426,3,4.375728
17427,12,3.558252
17428,3,3.3040304
17429,1,
17430,2,
17431,4,1.4375767
17432,4,4.219195
17433,5,5.0594826
17434,5,4.372925
17435,3,2.4068382
17436,2,
17437,3,1.1783332
17438,9,1.4461324
17439,9,4.213162
17440,13,3.7398732
17441,14,4.468718
17442,12,3.8595905
17443,1,
17444,1,
17445,2,
17446,4,0.99599296
17447,2,
17448,5,1.0563998
17449,0,
17450,5,0.578121
17451,8,2.8788712
17452,0,
17453,0,
17454,2,
17455,4,3.7564054
17456,7,3.6419866
17457,3,2.4172866
17458,17,4.185464
17459,14,4.929887
17460,3,0.96201086
17461,7,2.8745348
17462,11,2.8321514
17463,10,1.1998792
17464,1,
17465,24,3.2706072
17466,15,2.8089318
17467,22,3.3698912
17468,17,3.4648473
17469,0,
17470,1,
17471,5,2.8348048
17472,8,3.1506257
17473,6,3.546712
17474,10,2.0410368
17475,1,
17476,15,4.91489
17477,5,5.413735
17478,24,8.351304
17479,35,3.903167
17480,38,4.2083673
17481,37,4.4105287
17482,32,3.8803766
17483,36,5.7966237
17484,5,3.0041678
17485,8,2.9807415
17486,7,2.590366
17487,7,3.0089533
17488,5,4.1455603
17489,0,
17490,0,
17491,1,
17492,5,0.9199413
17493,5,3.913172
17494,8,3.6616669
17495,6,4.313231
17496,20,3.696027
17497,30,3.9589183
17498,30,4.22658
17499,33,2.6943207
17500,33,1.5808822
17501,25,4.2324233
17502,12,2.2894933
17503,5,3.0276008
17504,12,3.1148992
17505,14,2.3593776
17506,14,1.7191961
17507,12,4.3317227
17508,9,4.1893005
17509,1,
17510,6,4.0500283
17511,10,2.88577
17512,9,4.3464694
17513,10,3.5071304
17514,12,4.818013
17515,16,3.912755
17516,17,4.4476347
17517,5,5.9313693
17518,2,
17519,0,
17520,3,2.230625
17521,7,4.258809
17522,10,3.0444415
17523,7,2.3721666
17524,12,2.9307513
17525,14,3.6803906
17526,16,4.9817157
17527,13,3.6128447
17528,15,4.2775774
17529,11,4.8903465
17530,14,3.537919
17531,16,2.5272262
17532,14,3.6359284
17533,16,3.3428469
17534,6,4.670222
17535,10,4.0096145
17536,7,2.9364061
17537,5,1.8529043
17538,9,1.6767143
17539,2,
17540,4,2.3787627
17541,4,3.703995
17542,2,
17543,4,3.1300802
17544,7,3.6312547
17545,6,1.7258135
17546,10,4.2219944
17547,8,3.934836
17548,5,6.1429496
17549,6,11.674086
17550,4,3.5858228
17551,12,6.634257
17552,21,4.8028517
17553,15,6.0305104
17554,14,3.7798152
17555,18,4.364263
17556,14,3.6620212
17557,26,3.2551315
17558,29,2.3148746
17559,28,2.1686063
17560,27,2.2419815
17561,26,2.5347998
17562,24,2.4664545
17563,24,2.7554984
17564,20,3.5087788
17565,21,3.6567893
17566,4,3.6888163
17567,6,10.51984
17568,9,6.1816316
17569,1,
17570,16,1.7246544
17571,16,4.7072506
17572,30,2.7357183
17573,21,3.1487043
17574,12,2.6941712
17575,38,3.7633576
17576,35,2.4288797
17577,30,3.1337059
17578,35,3.21849
17579,36,1.8126472
17580,38,2.442931
17581,30,3.0713298
17582,33,3.7558093
17583,35,3.5819783
17584,23,3.2738376
17585,22,3.271943
17586,29,3.5385063
17587,23,3.4436762
17588,27,3.7625413
17589,24,2.8375041
17590,31,3.186344
17591,33,2.9354749
17592,23,2.937147
17593,32,3.1853323
17594,28,3.9617171
17595,18,5.573842
17596,20,4.177223
17597,26,3.0008411
17598,27,3.4271595
17599,27,3.2370791
17600,21,3.5882504
17601,24,2.9761918
17602,19,3.538739
17603,14,6.7402167
17604,7,7.904109
17605,17,5.1081276
17606,18,5.7425656
17607,26,2.4764955
17608,26,3.5334644
17609,24,2.947076
17610,26,2.319128
17611,28,2.725829
17612,28,4.409885
17613,26,4.3253913
17614,26,4.176035
17615,31,4.5395904
17616,32,3.6474996
17617,27,3.4299662
17618,25,3.6047397
17619,24,3.0602787
17620,23,3.3325305
17621,20,3.2114668
17622,17,2.8627865
17623,17,3.0201304
17624,17,3.061048
17625,15,2.040348
17626,15,2.2058427
17627,17,2.4070108
17628,17,2.2686403
17629,20,3.0435214
17630,19,1.5335758
17631,25,2.4288106
17632,17,1.7095029
17633,27,2.348809
17634,25,1.9001424
17635,15,3.4577518
17636,9,5.918138
17637,7,7.2603526
17638,8,7.8481092
17639,7,5.6726365
17640,6,3.9837697
17641,5,2.5971866
17642,4,2.861682
17643,4,3.7066243
17644,6,4.487157
17645,7,5.075965
17646,5,5.2755957
17647,5,5.317894
17648,6,6.404943
17649,5,6.51213
17650,6,5.6945
17651,4,7.063295
17652,4,6.0815887
17653,5,6.7532554
17654,5,7.7751527
17655,5,8.034711
17656,4,6.207341
17657,2,
17658,2,
17659,5,5.09199
17660,2,
17661,1,
17662,2,
17663,1,
17664,3,4.3854275
17665,3,0.8370644
17666,7,4.7653613
17667,11,2.9262476
17668,12,2.7616374
17669,7,2.2779853
17670,4,3.1781554
17671,15,2.947837
17672,15,3.8734126
17673,13,5.679355
17674,17,5.0391803
17675,11,3.5349784
17676,5,2.1455324
17677,10,1.4249723
17678,11,6.0436535
17679,10,4.3864727
17680,13,5.7178683
17681,15,4.612144
17682,17,3.8618753
17683,18,4.426846
17684,16,4.949847
17685,17,3.9062927
17686,18,2.634769
17687,16,3.3551838
17688,19,2.4249566
17689,20,2.6477125
17690,17,2.985292
17691,20,1.837992
17692,20,2.7518666
17693,17,1.288867
17694,22,3.9919078
17695,24,2.93504
17696,22,4.1120267
17697,27,3.2573712
17698,25,4.766968
17699,28,4.1476645
17700,28,2.2782354
17701,22,4.8292217
17702,28,2.0550601
17703,28,1.2048965
17704,23,1.2912066
17705,28,3.8952177
17706,26,2.473371
17707,29,3.354639
17708,25,2.8997393
17709,20,2.145144
17710,26,3.2859185
17711,25,3.4892669
17712,22,1.8490645
17713,20,2.6788476
17714,24,3.807166
17715,25,3.275535
17716,24,2.9923065
17717,19,5.2959867
17718,22,4.5114293
17719,22,5.165996
17720,19,4.010065
17721,23,3.5930676
17722,25,3.0805612
17723,27,3.5016625
17724,23,1.8849287
17725,23,4.187212
17726,25,3.683876
17727,28,5.513121
17728,19,2.96509
17729,19,3.3822718
17730,33,7.8172927
17731,42,6.6849313
17732,44,5.8461676
17733,18,2.938697
17734,18,5.189057
17735,19,2.523572
17736,18,3.8356752
17737,16,3.4088082
17738,5,5.208676
17739,12,3.5833142
17740,9,5.404104
17741,9,2.4372075
17742,8,1.4116167
17743,4,1.6577704
17744,5,1.5504893
17745,2,
17746,5,1.819013
17747,13,9.036121
17748,10,2.7275708
17749,5,3.1608057
17750,0,
17751,3,0.58185905
17752,0,
17753,6,2.9090273
17754,0,
17755,11,7.5318785
17756,12,3.0475202
17757,2,
17758,0,
17759,6,0.6572924
17760,8,2.9398458
17761,8,2.8253512
17762,2,
17763,6,1.9571751
17764,4,0.7267848
17765,5,1.7581875
17766,0,
17767,0,
17768,4,3.8422625
17769,6,2.467666
17770,2,
17771,5,1.6199783
17772,7,2.264136
17773,6,3.6011558
17774,8,1.857921
17775,9,2.709986
17776,10,3.393474
17777,7,4.593289
17778,4,3.9354508
17779,7,3.7987878
17780,10,3.352201
17781,3,4.330562
17782,2,
17783,2,
17784,3,1.1007341
17785,8,1.6299739
17786,11,3.9118032
17787,11,3.0880787
17788,14,4.3431897
17789,15,2.8223407
17790,11,3.8132944
17791,8,3.5982625
17792,8,3.4170046
17793,7,3.05487
17794,7,5.2527766
17795,8,3.6408787
17796,7,2.5240896
17797,9,2.9982607
17798,2,
17799,6,5.2737894
17800,9,3.3991666
17801,10,3.0387065
17802,10,4.0176144
17803,5,5.0217977
17804,4,0.96040803
17805,5,0.89086795
17806,6,1.5246637
17807,6,1.8243595
17808,7,2.892522
17809,10,2.542099
17810,9,2.2758367
17811,13,2.7070117
17812,31,3.3816807
17813,30,3.8974226
17814,34,4.2722273
17815,35,3.147456
17816,33,4.075145
17817,17,2.1620574
17818,7,3.4868684
17819,8,1.3920379
17820,5,2.6179657
17821,4,5.841837
17822,2,
17823,5,3.0331852
17824,7,3.044988
17825,10,2.1860356
17826,4,1.9453456
17827,8,1.357253
17828,8,2.80188
17829,18,2.4490907
17830,20,4.1995473
17831,18,4.51349
17832,14,3.8786983
17833,13,2.7057858
17834,20,2.0419958
17835,11,1.9921831
17836,19,1.4884602
17837,19,3.4766054
17838,12,7.8515186
17839,16,6.362735
17840,17,6.0215745
17841,16,6.5476165
17842,14,3.2743921
17843,12,3.6579974
17844,11,2.8480773
17845,11,2.2354655
17846,11,1.4339331
17847,22,4.4723325
17848,15,4.524959
17849,29,4.1004033
17850,31,4.633334
17851,27,3.2712808
17852,27,3.6528513
17853,31,2.166727
17854,32,3.1012952
17855,33,2.2525501
17856,25,2.9416094
17857,23,3.8479915
17858,18,3.0282083
17859,19,4.9525824
17860,15,4.3377094
17861,10,3.96702
17862,5,2.0231583
17863,4,0.91977787
17864,11,4.8628983
17865,9,6.419875
17866,11,6.5645103
17867,3,3.8781412
17868,2,
17869,8,3.650241
17870,15,3.679987
17871,19,6.069142
17872,11,5.4698906
17873,12,4.3937116
17874,28,3.5411618
17875,31,2.3431916
17876,23,4.0628304
17877,25,2.7794523
17878,5,1.7567207
17879,21,3.1057985
17880,6,5.721914
17881,4,4.3544965
17882,7,1.3318741
17883,22,3.5243542
17884,20,2.0939915
17885,27,2.467494
17886,18,1.6338122
17887,31,2.0647264
17888,15,2.463235
17889,4,1.3291061
17890,3,1.7744637
17891,4,2.3320787
17892,3,1.288568
17893,6,0.9369131
17894,7,1.2731801
17895,8,4.806281
17896,19,4.5675497
17897,5,1.8526837
17898,18,3.6192622
17899,1,
17900,4,0.54779816
17901,0,
17902,4,1.0500423
17903,1,
17904,3,1.1237963
17905,4,0.9361038
17906,6,0.9115683
17907,8,1.1482791
17908,13,2.098347
17909,18,3.9638176
17910,28,5.995413
17911,32,5.1508656
17912,27,2.795243
17913,27,3.3515437
17914,28,3.7776067
17915,18,3.2809992
17916,16,3.090387
17917,13,3.1735446
17918,15,2.2554963
17919,23,2.319873
17920,22,2.5296164
17921,21,2.73118
17922,23,2.8516545
17923,20,3.301455
17924,17,3.154252
17925,20,3.2707028
17926,17,2.1038787
17927,18,4.016238
17928,18,4.550053
17929,14,3.3082511
17930,8,2.3763375
17931,10,3.2381225
17932,7,1.9364976
17933,14,3.04472
17934,17,2.7505586
17935,11,3.9222088
17936,10,5.95312
17937,16,4.533414
17938,22,2.8334336
17939,30,3.0294795
17940,30,3.9371088
17941,30,3.1241577
17942,41,3.1867106
17943,43,3.647973
17944,43,3.7451
17945,35,4.0082984
17946,37,3.657347
17947,49,3.063401
17948,40,2.501123
17949,56,1.8338411
17950,45,2.267479
17951,57,1.3257284
17952,50,1.4619669
17953,55,1.1503822
17954,57,1.4487832
17955,56,1.7752111
17956,58,4.0842595
17957,56,3.4711366
17958,49,3.6839817
17959,49,3.7636259
17960,48,3.8474395
17961,48,3.4356782
17962,50,3.65749
17963,52,3.39556
17964,57,3.6413012
17965,55,4.079927
17966,56,4.347258
17967,56,4.184884
17968,58,3.7620842
17969,49,2.1917613
17970,52,2.383
17971,45,4.4682837
17972,39,5.007385
17973,54,3.715492
17974,55,3.6738014
17975,53,4.042568
17976,55,3.3764012
17977,57,3.4509695
17978,57,3.4023762
17979,53,4.38392
17980,43,6.3070297
17981,38,6.2092104
17982,55,4.984642
17983,53,5.036178
17984,53,5.570136
17985,44,5.0805745
17986,43,4.7066126
17987,44,4.4836974
17988,46,5.4441886
17989,51,4.965419
17990,46,5.336163
17991,50,4.900127
17992,51,4.714715
17993,51,4.457684
17994,56,4.1727962
17995,56,4.1317406
17996,53,4.5302854
17997,52,4.7835
17998,50,4.4246235
17999,56,4.3179803
18000,56,4.053493
18001,57,3.9367037
18002,56,3.8870828
18003,57,3.8927557
18004,56,3.8731985
18005,55,4.211242
18006,53,5.076623
18007,42,4.983869
18008,45,5.004032
18009,44,4.976077
18010,44,5.1721764
18011,36,5.3186283
18012,34,7.34084
18013,36,5.3984094
18014,31,2.912693
18015,25,2.638344
18016,24,2.0160217
18017,24,2.3916063
18018,26,2.5236871
18019,27,2.904139
18020,32,4.4666686
18021,31,3.2117074
18022,34,3.2432132
18023,36,2.56231
18024,36,3.4882095
18025,35,2.650392
18026,30,5.2368937
18027,36,3.064115
18028,32,3.3195355
18029,17,4.299022
18030,25,3.0129035
18031,21,4.0568304
18032,37,3.7152147
18033,33,2.9252725
18034,38,2.4290578
18035,31,4.349378
18036,32,3.0574079
18037,27,2.7613647
18038,30,1.9950429
18039,26,1.8402349
18040,32,2.539732
18041,25,3.0048635
18042,29,2.546772
18043,26,3.2390468
18044,31,2.7618194
18045,27,3.394427
18046,22,3.5229402
18047,19,5.2799754
18048,17,2.0884576
18049,16,3.1181204
18050,14,1.5548828
18051,11,5.294705
18052,12,4.1334615
18053,11,4.211168
18054,10,5.267194
18055,14,3.663955
18056,10,3.9136465
18057,11,3.5995107
18058,8,4.051827
18059,11,3.4319391
18060,8,3.0521488
18061,10,1.9214175
18062,9,2.735774
18063,5,3.2471633
18064,11,4.921241
18065,11,5.018911
18066,9,4.799187
18067,10,3.9512224
18068,11,4.800489
18069,11,4.323379
18070,12,4.276872
18071,14,2.6740441
18072,15,3.278762
18073,11,2.7054846
18074,11,3.3670316
18075,9,3.8260832
18076,13,2.9254677
18077,13,2.709598
18078,11,3.461962
18079,12,2.384015
18080,11,2.6382422
18081,12,3.6514335
18082,15,3.6265833
18083,13,3.2968543
18084,19,3.6038601
18085,17,4.064635
18086,15,3.564417
18087,16,3.3660977
18088,16,3.8362927
18089,18,2.94815
18090,13,2.9686825
18091,10,2.3548658
18092,15,4.4947886
18093,15,3.2153282
18094,13,2.7455564
18095,11,2.1997478
18096,11,2.1411378
18097,13,2.0255003
18098,13,2.1989672
18099,12,2.2500744
18100,13,3.0835242
18101,12,2.1910055
18102,13,3.606141
18103,13,3.8822904
18104,12,2.3497279
18105,12,1.7063563
18106,14,2.5590107
18107,20,2.486221
18108,18,3.6534536
18109,29,3.786792
18110,31,3.317103
18111,30,3.9465883
18112,19,4.1495132
18113,16,5.135855
18114,20,5.125975
18115,25,4.5604353
18116,24,5.280552
18117,28,3.8383713
18118,25,4.755959
18119,23,4.1335254
18120,23,5.133622
18121,18,1.4206575
18122,16,2.5987613
18123,15,4.348001
18124,9,4.9750066
18125,7,8.00289
18126,0,
18127,0,
18128,7,3.397925
18129,16,2.0549703
18130,9,3.5145795
18131,21,3.9893408
18132,18,4.003335
18133,13,3.246554
18134,9,2.2683194
18135,6,3.3263566
18136,6,1.9082572
18137,6,3.6655939
18138,12,1.7877513
18139,7,3.423591
18140,0,
18141,1,
18142,9,3.7068512
18143,7,3.8530014
18144,11,3.654529
18145,0,
18146,6,3.1099637
18147,6,2.9537923
18148,36,3.407444
18149,52,4.488235
18150,42,2.7598572
18151,49,2.683975
18152,34,4.1232553
18153,37,4.505174
18154,3,1.1707116
18155,2,
18156,8,4.252406
18157,12,3.2949862
18158,11,2.3885555
18159,12,1.9935098
18160,14,1.9809662
18161,13,1.6023266
18162,13,2.432038
18163,17,2.6591158
18164,17,2.0062041
18165,18,2.2113771
18166,19,2.765449
18167,20,1.2358282
18168,21,3.314722
18169,21,5.216842
18170,18,6.078707
18171,16,5.6485577
18172,17,3.4267664
18173,16,1.6025077
18174,16,2.148205
18175,15,3.5728204
18176,16,2.5600853
18177,17,6.3433847
18178,28,4.623908
18179,30,4.6154795
18180,31,3.1771207
18181,39,5.1687346
18182,47,3.8607275
18183,57,5.5460367
18184,54,4.926742
18185,49,4.7123837
18186,16,2.985671
18187,6,7.7582254
18188,4,1.453222
18189,12,3.003853
18190,12,2.4663136
18191,2,
18192,0,
18193,12,2.2344692
18194,15,5.533896
18195,12,2.8111866
18196,15,4.5008364
18197,1,
18198,1,
18199,12,3.7637112
18200,13,4.4380875
18201,12,4.1047506
18202,13,4.46373
18203,13,3.7914016
18204,13,2.7955463
18205,15,2.5661213
18206,16,2.118772
18207,13,2.7100565
18208,17,2.2661686
18209,17,3.0840461
18210,21,1.9516581
18211,18,4.257995
18212,25,2.462924
18213,25,4.11452
18214,40,2.582948
18215,43,2.5612724
18216,42,2.4824662
18217,40,2.7080562
18218,39,2.2374613
18219,31,3.7918205
18220,34,2.917634
18221,36,2.225301
18222,38,2.5062528
18223,38,2.4615488
18224,37,1.7772816
18225,30,1.6894425
18226,34,1.9150401
18227,33,2.4184706
18228,35,2.5213225
18229,32,2.4438431
18230,28,2.1527956
18231,27,2.1465805
18232,27,2.1541402
18233,28,2.4325871
18234,28,2.105437
18235,30,2.1509383
18236,35,2.4160175
18237,42,2.2441616
18238,50,1.7113475
18239,49,1.5071672
18240,50,2.864975
18241,49,3.8131258
18242,49,3.9596984
18243,50,4.153884
18244,53,4.40015
18245,55,4.391772
18246,52,4.506828
18247,55,4.0906544
18248,55,3.6983106
18249,52,4.0012393
18250,55,4.0505853
18251,51,4.0298066
18252,55,3.722762
18253,55,3.6628082
18254,55,3.83666
18255,49,4.37959
18256,48,4.3732915
18257,53,1.9734738
18258,57,3.689371
18259,54,4.001455
18260,58,3.6285694
18261,57,1.1026361
18262,59,2.2163787
18263,52,2.488243
18264,26,1.4240597
18265,23,3.0675902
18266,18,2.460185
18267,27,6.423736
18268,43,6.003764
18269,40,4.992164
18270,40,5.181121
18271,42,3.1907375
