Profile_Index,Valid_Count,Gradient_RMSE_dBZ
12863,6,5.474798
12864,5,6.276265
12865,33,3.6898577
12866,32,4.04287
12867,23,4.2391024
12868,3,1.8137858
12869,1,
12870,4,4.491447
12871,7,4.3946624
12872,5,5.3138027
12873,5,1.4985654
12874,2,
12875,2,
12876,4,1.6930872
12877,12,3.2963188
12878,30,4.0109997
12879,23,3.8229752
12880,14,2.4731293
12881,1,
12882,6,1.5634203
12883,26,3.3776774
12884,23,2.8779087
12885,6,6.889901
12886,0,
12887,7,2.0164473
12888,28,3.3838446
12889,15,5.2735395
12890,29,5.416139
12891,6,1.9542222
12892,3,3.2812898
12893,11,4.708932
12894,10,5.0073957
12895,11,2.931054
12896,4,6.7906075
12897,12,5.292781
12898,13,5.479935
12899,6,1.0737464
12900,2,
12901,11,5.5607433
12902,11,7.3508554
12903,0,
12904,3,4.1283774
12905,22,3.1610632
12906,27,4.8713107
12907,3,1.9202548
12908,4,1.5823599
12909,5,1.4157876
12910,4,3.1667337
12911,9,1.8441768
12912,10,2.9951966
12913,7,2.1414437
12914,13,2.3064375
12915,11,2.75057
12916,12,2.3520098
12917,12,2.8965867
12918,10,2.3216496
12919,13,1.9282068
12920,11,1.5145664
12921,3,0.49909994
12922,2,
12923,6,1.2443914
12924,3,1.227513
12925,7,1.6112016
12926,4,0.9525344
12927,4,1.71586
12928,1,
12929,9,3.0620227
12930,15,3.1262608
12931,13,2.0347505
12932,13,1.3470564
12933,13,1.3193604
12934,10,1.8238804
12935,8,1.6478939
12936,6,2.965723
12937,6,2.337354
12938,5,1.6800878
12939,7,3.5252404
12940,4,3.8993132
12941,5,2.518384
12942,7,2.292447
12943,8,1.2486823
12944,8,2.2146437
12945,6,1.4429337
12946,7,2.6384785
12947,6,1.6908157
12948,5,3.5050478
12949,6,2.6248834
12950,1,
12951,5,2.285144
12952,2,
12953,3,1.0559597
12954,3,2.8504055
12955,1,
12956,13,3.5642905
12957,14,4.969209
12958,12,5.9467115
12959,7,6.5489583
12960,0,
12961,0,
12962,0,
12963,0,
12964,0,
12965,2,
12966,8,5.1595974
12967,7,3.7759383
12968,1,
12969,8,3.0734925
12970,9,2.5335412
12971,8,1.775398
12972,6,2.993209
12973,6,2.2162445
12974,3,0.9302753
12975,4,2.3412726
12976,4,0.8383418
12977,6,2.3458648
12978,8,4.0119634
12979,7,3.5819807
12980,7,3.57029
12981,9,2.965195
12982,10,2.9473388
12983,10,3.5087144
12984,7,2.439634
12985,9,2.006942
12986,11,3.6316397
12987,17,5.43339
12988,20,2.2613513
12989,20,1.6052636
12990,22,1.8439974
12991,27,2.1826563
12992,24,2.4771295
12993,24,3.8928065
12994,23,4.9770694
12995,15,4.735872
12996,18,3.6079826
12997,9,5.17113
12998,8,5.6434875
12999,9,2.587227
13000,6,4.0473514
13001,6,4.7812805
13002,7,3.0566907
13003,4,4.0145884
13004,0,
13005,3,1.3052332
13006,9,1.679366
13007,5,2.6588933
13008,5,3.2334466
13009,10,3.7241833
13010,15,6.084031
13011,32,3.8324888
13012,35,4.1808453
13013,43,3.9659567
13014,40,4.7390075
13015,34,4.5353436
13016,30,6.3265734
13017,37,4.625107
13018,30,3.9651494
13019,17,3.8448381
13020,9,2.2814937
13021,6,1.9059892
13022,11,2.740168
13023,2,
13024,3,2.536524
13025,15,5.3308334
13026,17,6.422917
13027,20,5.882293
13028,7,6.395008
13029,11,9.135881
13030,32,3.277108
13031,30,3.8776762
13032,22,4.0376744
13033,19,3.9517875
13034,24,3.6713917
13035,22,4.2961793
13036,8,4.0373883
13037,10,3.7284389
13038,11,1.9425433
13039,11,2.5821135
13040,5,4.437523
13041,4,2.5771675
13042,1,
13043,1,
13044,0,
13045,2,
13046,10,5.3287125
13047,14,3.827046
13048,8,3.289592
13049,8,8.442449
13050,10,2.6497514
13051,6,1.3476104
13052,10,2.4604647
13053,9,2.6250463
13054,6,2.8052125
13055,9,2.7898529
13056,5,3.5905943
13057,12,3.5507858
13058,21,3.3059359
13059,24,3.2465901
13060,23,5.169034
13061,19,3.9036114
13062,3,2.2799041
13063,7,1.6561
13064,10,3.1295192
13065,3,0.55780226
13066,5,1.9342202
13067,6,4.90491
13068,14,3.6034186
13069,16,2.4417286
13070,16,2.8228843
13071,18,2.1701534
13072,20,4.790294
13073,20,4.5924544
13074,18,2.102238
13075,17,2.185926
13076,17,1.7167978
13077,15,2.026466
13078,15,2.477804
13079,11,2.1129372
13080,11,2.3101788
13081,9,3.6070583
13082,4,2.2024755
13083,6,5.4317026
13084,6,2.1699924
13085,3,1.1061552
13086,16,1.9556669
13087,11,2.0109277
13088,26,3.719553
13089,29,3.401597
13090,21,3.4845047
13091,26,2.6277816
13092,22,5.0003157
13093,27,2.9791152
13094,32,2.4773698
13095,33,5.0996866
13096,35,5.7474413
13097,26,2.3711443
13098,31,2.9047654
13099,29,3.1594465
13100,23,3.0481007
13101,21,2.4474442
13102,25,2.8450227
13103,26,3.311252
13104,15,5.2006474
13105,19,3.7544112
13106,16,3.563266
13107,14,6.220256
13108,10,1.9093404
13109,7,3.2543826
13110,5,2.507506
13111,7,2.6010308
13112,5,3.8772547
13113,3,4.032842
13114,5,2.827846
13115,0,
13116,3,1.3641763
13117,4,5.2419477
13118,4,6.4367323
13119,6,5.0290685
13120,6,2.4822795
13121,5,3.004502
13122,12,2.986916
13123,19,3.981184
13124,24,3.2205393
13125,24,2.571254
13126,0,
13127,0,
13128,2,
13129,1,
13130,2,
13131,1,
13132,3,2.6345685
13133,3,2.2399287
13134,4,1.6198925
13135,6,4.077333
13136,9,3.0603123
13137,14,1.5364031
13138,10,3.5295358
13139,13,3.0915015
13140,10,3.9758482
13141,14,2.6401145
13142,14,2.8172214
13143,12,1.9077079
13144,13,3.9139864
13145,4,2.8324711
13146,8,3.0106804
13147,11,2.2897465
13148,15,2.1881495
13149,13,3.2878933
13150,0,
13151,2,
13152,6,4.385098
13153,10,4.7211423
13154,10,4.3055754
13155,14,4.97933
13156,11,3.2618675
13157,9,1.9814516
13158,13,3.6835754
13159,8,3.0993664
13160,5,1.9935745
13161,2,
13162,4,2.564277
13163,3,3.6979043
13164,1,
13165,4,1.1504384
13166,6,3.0182242
13167,7,2.4318435
13168,4,4.4767747
13169,9,2.882393
13170,10,3.252752
13171,8,4.1369753
13172,9,3.6609573
13173,10,3.710623
13174,8,3.1018856
13175,8,2.7492688
13176,10,3.0255916
13177,8,3.4293122
13178,10,4.124535
13179,11,3.4330764
13180,12,3.538731
13181,12,2.6838021
13182,14,2.673666
13183,8,1.3339895
13184,5,1.734043
13185,0,
13186,0,
13187,0,
13188,4,1.1590714
13189,8,2.0008402
13190,3,1.2108661
13191,6,2.9843194
13192,10,5.1252885
13193,15,3.6205566
13194,20,3.4090295
13195,21,3.6263285
13196,30,3.7325835
13197,28,3.6163268
13198,26,2.4916387
13199,22,2.8256414
13200,32,3.1118703
13201,34,6.117233
13202,36,4.459645
13203,17,6.9842124
13204,37,2.7519906
13205,16,4.220131
13206,20,1.9621727
13207,23,2.6486907
13208,35,1.9524239
13209,19,2.6464934
13210,17,3.645449
13211,7,2.7917907
13212,7,3.4443536
13213,12,2.9855838
13214,4,3.0860384
13215,6,2.0151105
13216,6,1.9277164
13217,7,2.6268468
13218,3,0.7127949
13219,5,0.900001
13220,20,3.5182948
13221,20,3.4134886
13222,28,2.6977875
13223,26,3.2283504
13224,1,
13225,11,1.8283752
13226,10,4.220715
13227,11,5.562876
13228,21,5.8894024
13229,19,4.1764293
13230,32,6.5892477
13231,6,9.560494
13232,20,4.2048244
13233,5,4.7207756
13234,8,5.063531
13235,19,3.7081656
13236,12,2.8798413
13237,26,1.9259781
13238,27,2.6351316
13239,29,2.2363799
13240,31,2.9518456
13241,51,3.5350974
13242,52,2.7105632
13243,39,2.3546047
13244,32,2.1600113
13245,23,2.3410163
13246,24,2.813427
13247,22,2.9671125
13248,22,4.8709683
13249,22,2.8695242
13250,6,4.1464515
13251,4,2.2035658
13252,7,4.53441
13253,1,
13254,4,1.6908703
13255,8,4.037431
13256,29,3.085897
13257,21,3.680705
13258,29,3.4309082
13259,24,4.568496
13260,24,4.415307
13261,5,2.7830467
13262,9,5.6001744
13263,17,6.550889
13264,7,1.7980577
13265,0,
13266,5,3.5145793
13267,16,3.4037871
13268,8,3.8588707
13269,17,5.161267
13270,29,4.67397
13271,9,12.254156
13272,34,4.3630185
13273,43,4.6217785
13274,32,2.6239617
13275,18,3.3093274
13276,2,
13277,26,3.6187413
13278,19,2.6559412
13279,29,3.212259
13280,29,3.2655692
13281,2,
13282,5,7.0059776
13283,7,1.4577335
13284,9,2.3616247
13285,12,6.4605327
13286,11,5.441477
13287,3,1.4804729
13288,4,2.7639554
13289,7,2.1884093
13290,7,1.9707772
13291,11,1.7031096
13292,4,1.3188778
13293,7,3.3919218
13294,7,2.8290029
13295,16,6.6742
13296,22,5.467776
13297,10,5.4357905
13298,14,3.908239
13299,0,
13300,0,
13301,6,6.382222
13302,6,4.424931
13303,7,2.8576927
13304,6,3.614887
13305,20,4.5142117
13306,24,7.2556176
13307,0,
13308,1,
13309,16,4.795595
13310,39,3.5775902
13311,35,2.728086
13312,38,3.0964036
13313,38,6.466687
13314,56,4.735493
13315,55,4.8840184
13316,31,7.7451124
13317,21,3.564145
13318,29,2.96734
13319,25,4.5948844
13320,17,5.5813437
13321,4,6.86648
13322,0,
13323,8,5.386432
13324,9,4.6178975
13325,3,2.6792147
13326,9,5.6111007
13327,13,3.1508849
13328,40,4.919631
13329,64,4.136506
13330,64,3.7471936
13331,62,1.5576363
13332,60,4.5724797
13333,63,2.9692283
13334,62,3.0809197
13335,63,2.9657798
13336,60,3.8177266
13337,56,4.8727703
13338,52,5.0957217
13339,46,4.335719
13340,48,3.8974347
13341,50,3.9390633
13342,63,5.2445107
13343,63,3.2946882
13344,59,0.65163106
13345,56,1.2060735
13346,56,0.75365365
13347,56,0.9112018
13348,56,0.9987927
13349,58,1.0750164
13350,55,4.306204
13351,45,4.847706
13352,41,4.1006613
13353,49,5.6240845
13354,43,4.5065174
13355,42,5.010189
13356,42,4.069076
13357,41,3.149659
13358,38,2.6013205
13359,41,4.552616
13360,48,4.769312
13361,54,3.7072542
13362,48,4.8322067
13363,52,4.4908605
13364,51,4.1965303
13365,47,5.199851
13366,52,4.8121605
13367,55,2.486055
13368,56,4.1952376
13369,51,2.2399313
13370,35,3.0429285
13371,33,2.377146
13372,31,2.9167392
13373,22,4.2505293
13374,7,5.0008664
13375,13,3.9207072
13376,2,
13377,5,0.64594084
13378,5,2.7938504
13379,1,
13380,14,2.2572863
13381,26,3.2691743
13382,28,6.587406
13383,29,6.1981025
13384,0,
13385,5,2.015957
13386,20,3.3002815
13387,24,3.0759692
13388,30,6.1475663
13389,38,4.8678107
13390,36,1.5062345
13391,7,3.8526988
13392,7,3.4400008
13393,19,3.721716
13394,22,2.4361491
13395,17,2.2559469
13396,8,2.7917686
13397,5,2.843744
13398,7,1.6966376
13399,1,
13400,14,3.8156304
13401,24,2.8141038
13402,23,6.5836587
13403,17,5.189682
13404,12,4.5176
13405,7,2.1167893
13406,8,3.1704998
13407,8,3.704203
13408,13,1.9684837
13409,36,2.7162323
13410,45,3.0679166
13411,47,3.2658808
13412,50,2.9770656
13413,52,2.0475042
13414,51,1.8135953
13415,30,3.0936017
13416,51,3.2463663
13417,28,4.9546347
13418,18,4.005762
13419,11,7.103768
13420,6,2.3933868
13421,21,6.8060784
13422,33,5.562243
13423,35,5.0860934
13424,32,3.6626205
13425,29,3.4627037
13426,22,5.1371255
13427,34,3.2325583
13428,34,5.215267
13429,11,3.3872182
13430,16,3.5273914
13431,13,5.3761787
13432,8,6.190765
13433,5,3.4300675
13434,4,1.8243995
13435,11,3.7362177
13436,6,2.4960313
13437,22,2.3365662
13438,30,2.2768269
13439,11,2.464479
13440,12,2.4270773
13441,12,2.201403
13442,12,2.0729277
13443,8,3.121077
13444,9,2.0802777
13445,10,2.1812556
13446,9,3.379705
13447,11,2.914617
13448,12,2.549464
13449,14,2.8622382
13450,14,2.4051368
13451,13,1.9805086
13452,9,1.5595015
13453,8,2.6908834
13454,6,3.6973522
13455,31,4.8268733
13456,25,4.4654813
13457,40,2.852123
13458,43,3.066373
13459,46,7.634106
13460,49,4.293028
13461,42,4.9864845
13462,62,4.2813735
13463,68,4.239536
13464,65,3.838625
13465,58,5.483602
13466,60,5.02325
13467,61,3.8402672
13468,61,3.9324608
13469,60,4.280307
13470,60,4.101605
13471,50,4.1326885
13472,55,4.9888253
13473,44,3.4664872
13474,23,3.2855856
13475,16,2.6081169
13476,4,4.3079686
13477,9,3.9217865
13478,13,2.449746
13479,47,3.513778
13480,48,3.0951946
13481,52,4.593208
13482,54,4.357372
13483,56,3.8969707
13484,58,1.317894
13485,58,1.410543
13486,45,1.8959657
13487,53,2.9168248
13488,49,1.8155699
13489,51,3.0155265
13490,49,1.9604406
13491,46,3.6844876
13492,47,3.8488605
13493,29,4.492023
13494,22,3.51517
13495,15,5.4239936
13496,53,3.402171
13497,52,2.110769
13498,54,4.087303
13499,50,3.3602548
13500,40,4.9198203
13501,1,
13502,14,3.6217902
13503,23,5.51519
13504,15,4.9053235
13505,25,4.2384605
13506,32,3.2933855
13507,32,2.5293024
13508,42,6.5352035
13509,29,2.5427387
13510,40,3.6637769
13511,6,1.108653
13512,8,2.4831557
13513,5,2.1644068
13514,10,1.7166731
13515,11,6.2900057
13516,25,6.502974
13517,7,3.0836842
13518,4,2.881827
13519,0,
13520,2,
13521,5,5.633815
13522,0,
13523,0,
13524,0,
13525,0,
13526,0,
13527,0,
13528,0,
13529,0,
13530,0,
13531,0,
13532,0,
13533,0,
13534,0,
13535,0,
13536,0,
13537,0,
13538,0,
13539,0,
13540,0,
13541,0,
13542,0,
13543,0,
13544,0,
13545,0,
13546,0,
13547,0,
13548,0,
13549,0,
13550,0,
13551,0,
13552,0,
13553,0,
13554,0,
13555,0,
13556,0,
13557,0,
13558,0,
13559,0,
13560,0,
13561,8,2.5029218
13562,4,1.2353423
13563,9,2.0117838
13564,9,2.163505
13565,13,2.5230114
13566,12,2.6426105
13567,11,2.9854999
13568,11,2.6645544
13569,11,2.469163
13570,10,2.2905104
13571,13,2.1704187
13572,17,2.3286877
13573,18,2.060784
13574,19,2.8007405
13575,16,2.4231632
13576,16,5.8340316
13577,13,2.1748126
13578,7,2.7708223
13579,4,1.8235629
13580,8,1.2972343
13581,2,
13582,12,3.4128535
13583,15,3.0357804
13584,23,2.8595319
13585,23,4.09434
13586,16,4.8666925
13587,18,2.9427807
13588,23,4.665675
13589,20,4.6640306
13590,19,3.3603935
13591,19,1.5861006
13592,17,1.9080458
13593,19,1.6103611
13594,19,2.5761185
13595,17,2.724024
13596,11,2.6507528
13597,9,3.3421907
13598,8,3.4563875
13599,3,1.4881252
13600,7,1.8022707
13601,8,3.0368977
13602,7,3.176274
13603,7,2.1615674
13604,8,2.4635255
13605,17,5.2815084
13606,34,2.793319
13607,49,2.7645624
13608,48,2.2169495
13609,47,2.2374187
13610,48,2.6741943
13611,20,2.1035774
13612,8,4.9870496
13613,12,3.171462
13614,2,
13615,13,3.9474134
13616,1,
13617,1,
13618,1,
13619,0,
13620,1,
13621,4,4.275891
13622,4,1.870485
13623,2,
13624,7,1.1162325
13625,3,0.5784702
13626,4,2.0197005
13627,4,1.708931
13628,1,
13629,7,4.4432187
13630,14,3.2382743
13631,5,10.212389
13632,14,1.6317608
13633,5,3.8018873
13634,6,1.6331465
13635,8,1.7957774
13636,8,2.3569884
13637,9,1.3460833
13638,9,1.6658047
13639,6,2.0271235
13640,8,1.9414926
13641,13,2.7761936
13642,14,3.0749125
13643,4,3.98685
13644,9,2.9738483
13645,9,1.7513654
13646,10,1.8426654
13647,9,0.9593041
13648,4,2.4131339
13649,4,1.9314566
13650,19,3.0936759
13651,34,2.5550504
13652,44,2.5674882
13653,39,2.3426003
13654,44,4.224289
13655,36,2.9116223
13656,30,3.941543
13657,26,3.7137542
13658,17,7.420377
13659,14,4.5092816
13660,23,3.0974054
13661,18,3.959187
13662,8,3.979749
13663,9,2.9093611
13664,32,3.150917
13665,48,3.47973
13666,47,2.6284006
13667,41,2.3235781
13668,34,3.3662875
13669,34,5.142484
13670,7,4.6024117
13671,1,
13672,14,3.403835
13673,10,3.361443
13674,6,3.3610737
13675,19,2.1833572
13676,18,2.8619046
13677,27,3.599556
13678,22,1.9897655
13679,15,2.8357444
13680,4,1.277734
13681,20,2.7506313
13682,25,2.3396192
13683,18,2.6505344
13684,34,3.6895995
13685,41,4.644262
13686,41,4.195134
13687,27,3.3640249
13688,21,6.776162
13689,23,3.7557325
13690,24,5.53606
13691,24,5.2248716
13692,24,2.862964
13693,14,8.160588
13694,3,1.113805
13695,28,7.1780534
13696,13,3.7014513
13697,37,4.7488303
13698,36,2.5386586
13699,3,1.2115439
13700,10,1.8039646
13701,11,2.0041041
13702,11,0.9625871
13703,12,2.2328267
13704,12,0.80932856
13705,14,3.3722873
13706,13,2.518677
13707,7,2.234971
13708,9,3.2370992
13709,6,4.35999
13710,14,4.051826
13711,14,3.8010728
13712,21,4.940988
13713,19,3.8240235
13714,25,4.180335
13715,34,3.1976116
13716,30,3.8480742
13717,36,2.4898167
13718,11,1.9205564
13719,13,2.6546924
13720,13,4.8936763
13721,17,3.6941628
13722,30,3.313381
13723,32,3.8171253
13724,15,4.9815283
13725,16,4.875978
13726,19,3.9625483
13727,18,4.7824917
13728,20,5.135017
13729,14,5.7899585
13730,13,5.6525145
13731,16,5.578419
13732,22,5.247221
13733,21,4.98355
13734,27,4.2531147
13735,32,4.2521925
13736,29,6.371231
13737,42,4.89723
13738,44,3.3246598
13739,55,4.439548
13740,53,3.6549778
13741,54,3.9892685
13742,41,4.542248
13743,52,3.8146982
13744,54,4.5005393
13745,48,4.7479854
13746,37,5.8697314
13747,46,5.431789
13748,30,6.1912208
13749,17,7.236199
13750,15,3.35888
13751,16,8.078453
13752,13,8.488551
13753,18,4.2524543
13754,19,5.3059335
13755,15,4.741336
13756,17,3.5183246
13757,20,3.1970296
13758,23,7.7711887
13759,35,5.6777596
13760,50,4.8663106
13761,39,1.9995797
13762,41,5.1601386
13763,41,5.9103494
13764,36,4.8433013
13765,24,2.7075956
13766,4,3.8896806
13767,23,4.1526155
13768,7,4.184164
13769,12,4.371166
13770,6,4.3040915
13771,13,3.9956126
13772,5,2.4976645
13773,16,3.8386188
13774,16,4.941308
13775,15,3.6756423
13776,23,4.877949
13777,11,4.529819
13778,14,4.9100657
13779,15,3.7595186
13780,14,3.4228187
13781,15,3.4325194
13782,11,1.8831339
13783,9,2.1801665
13784,10,3.3923016
13785,32,3.5545752
13786,11,2.5920646
13787,34,3.4041781
13788,34,4.511835
13789,31,4.0175734
13790,33,3.76862
13791,22,6.325659
13792,43,6.3951116
13793,44,3.492703
13794,33,6.756407
13795,32,4.4248166
13796,36,4.428605
13797,28,5.789155
13798,26,5.2334723
13799,4,1.8761324
13800,8,5.3809237
13801,3,2.6823173
13802,8,3.4341202
13803,4,1.6388372
13804,5,4.540869
13805,9,2.413265
13806,13,2.2342732
13807,1,
13808,1,
13809,1,
13810,8,1.6902562
13811,8,4.824502
13812,11,3.5593562
13813,10,2.006626
13814,11,3.8455591
13815,12,4.1958933
13816,14,3.5180764
13817,7,3.1147265
13818,14,2.6221416
13819,14,3.7389135
13820,11,3.482695
13821,9,3.3696377
13822,15,5.49634
13823,9,5.166732
13824,10,3.365364
13825,11,4.7540603
13826,12,4.319637
13827,11,3.3866422
13828,20,3.1350064
13829,26,1.9799329
13830,18,2.4357562
13831,18,2.3195758
13832,18,2.6052864
13833,19,4.4112525
13834,13,3.7281516
13835,12,5.1380286
13836,12,1.9385659
13837,14,3.5108836
13838,9,4.1131506
13839,13,2.7947264
13840,10,4.7238417
13841,20,3.7977176
13842,20,2.0608778
13843,12,3.3046043
13844,11,2.1565702
13845,4,4.3612514
13846,9,3.2667916
13847,13,3.319587
13848,13,3.0771725
13849,10,2.49704
13850,8,3.2107527
13851,8,1.8872846
13852,7,4.516108
13853,8,2.7674892
13854,9,2.5826097
13855,8,4.7521777
13856,8,3.2730987
13857,9,2.5176039
13858,2,
13859,3,4.104111
13860,7,4.288949
13861,8,2.3300788
13862,9,3.3066075
13863,12,5.177773
13864,12,3.8258035
13865,12,3.3723052
13866,13,4.9318166
13867,0,
13868,2,
13869,5,2.1562102
13870,6,1.762011
13871,7,3.0357764
13872,6,4.5169663
13873,9,3.9358082
13874,7,2.9466736
13875,9,3.456214
13876,1,
13877,3,0.73337704
13878,14,2.6382697
13879,16,3.362083
13880,14,1.8506222
13881,15,2.0607264
13882,13,2.26818
13883,1,
13884,0,
13885,5,4.8693876
13886,9,4.242475
13887,5,4.4679003
13888,9,3.9213214
13889,8,2.5592625
13890,10,5.2719717
13891,9,5.164674
13892,7,5.053591
13893,9,4.985524
13894,9,5.410993
13895,0,
13896,0,
13897,1,
13898,1,
13899,1,
13900,1,
13901,1,
13902,2,
13903,2,
13904,7,3.1299253
13905,7,4.136694
13906,10,4.0903783
13907,9,5.583977
13908,12,6.0982804
13909,11,6.063726
13910,9,6.388
13911,11,7.530854
13912,4,5.394735
13913,11,5.685932
13914,16,7.095641
13915,14,6.516267
13916,18,6.902828
13917,30,6.2014284
13918,33,3.8073719
13919,47,3.5658846
13920,36,3.496733
13921,48,1.9479741
13922,48,2.0485666
13923,47,2.063677
13924,46,1.5883154
13925,50,1.2695819
13926,50,1.1086402
13927,45,1.9412304
13928,44,1.8779252
13929,43,3.626456
13930,43,2.8941944
13931,41,2.4223695
13932,34,2.9983346
13933,44,3.234501
13934,23,5.049223
13935,24,6.26438
13936,20,3.6187227
13937,24,5.917235
13938,21,4.4812036
13939,23,3.921428
13940,24,2.9138281
13941,26,3.2476451
13942,27,5.212448
13943,28,2.6093478
13944,29,1.6651282
13945,28,2.3541706
13946,0,
13947,0,
13948,0,
13949,0,
13950,0,
13951,0,
13952,0,
13953,0,
13954,0,
13955,0,
13956,0,
13957,0,
13958,0,
13959,0,
13960,33,6.471151
13961,35,4.9390464
13962,32,3.6799877
13963,29,3.2435913
13964,22,4.786782
13965,34,2.2261164
13966,34,5.546318
13967,11,3.1863937
13968,16,2.9115758
13969,13,5.376637
13970,8,6.190862
13971,5,3.4328318
13972,4,2.029101
13973,11,3.256441
13974,6,2.4955888
13975,0,
13976,22,2.338592
13977,30,2.3247
13978,11,2.3008378
13979,12,2.3891408
13980,12,1.5322908
13981,12,2.1005092
13982,8,3.128605
13983,9,2.0185966
13984,10,2.7271683
13985,9,3.3909678
13986,11,2.9230847
13987,12,2.8296583
13988,14,2.8224294
13989,14,3.3269148
13990,13,2.381491
13991,9,1.5567333
13992,8,2.6757429
13993,6,3.7195811
13994,31,4.9725533
13995,25,5.353976
13996,40,4.308989
13997,43,3.4934535
13998,46,6.1507883
13999,49,3.5243573
14000,42,4.019293
14001,62,4.0518966
14002,68,3.7080975
14003,65,3.877487
14004,58,5.6258774
14005,60,5.0372806
14006,61,3.7514467
14007,61,3.911339
14008,60,4.306822
14009,60,4.0595484
14010,50,4.1364255
14011,55,5.020752
14012,44,3.426945
14013,23,3.153708
14014,16,2.5332253
14015,4,3.9448707
14016,9,3.1335795
14017,13,3.3735833
14018,47,3.4911747
14019,48,5.019171
14020,52,4.651115
14021,54,4.3867807
14022,56,3.8720007
14023,58,1.2692012
14024,58,1.3783034
14025,45,1.9348642
14026,53,2.7162507
14027,49,1.9297718
14028,51,3.0122957
14029,49,2.0877154
14030,46,3.688204
14031,47,3.7606049
14032,29,6.0878425
14033,22,3.8751884
14034,15,2.5375242
14035,53,3.5632935
14036,52,1.9813837
14037,54,4.1139946
14038,50,3.4333045
14039,40,4.6219735
14040,1,
14041,14,2.1377766
14042,23,4.5217104
14043,15,3.7315452
14044,25,4.7916584
14045,32,4.3639493
14046,32,3.0836892
14047,42,2.20117
14048,29,8.919282
14049,40,2.8801346
14050,6,1.1100289
14051,8,2.072019
14052,5,2.1652532
14053,10,1.7210003
14054,11,2.31786
14055,25,5.589249
14056,7,3.5085306
14057,4,3.2939818
14058,0,
14059,2,
14060,5,5.34578
14061,11,2.7475016
14062,19,3.3175921
14063,42,2.6448228
14064,51,4.094561
14065,57,3.0785718
14066,20,4.7204304
14067,1,
14068,21,2.2488155
14069,19,2.1400688
14070,22,2.0492418
14071,29,6.8035736
14072,29,6.6316986
14073,17,5.693968
14074,0,
14075,5,0.9432117
14076,3,1.628892
14077,4,0.47223297
14078,4,1.7611557
14079,6,2.1248455
14080,4,2.7266397
14081,7,0.6923678
14082,6,1.6509289
14083,7,2.1539009
14084,7,2.2144635
14085,7,2.8020368
14086,6,3.6256416
14087,5,2.1822894
14088,5,1.8652647
14089,6,1.1355307
14090,7,1.8787575
14091,4,2.0189354
14092,9,1.7645997
14093,11,2.3738246
14094,12,4.821968
14095,12,3.963857
14096,8,0.9119943
14097,9,2.2437959
14098,13,2.5570095
14099,18,2.6125093
14100,21,4.1207895
14101,22,3.7726746
14102,22,4.269146
14103,17,5.27708
14104,16,4.059408
14105,13,7.6389365
14106,6,2.3521976
14107,21,4.259622
14108,33,4.197075
14109,20,4.83971
14110,29,7.818835
14111,28,6.406493
14112,28,5.6383166
14113,31,4.2038
14114,23,4.440921
14115,26,3.8699605
14116,22,3.2290955
14117,4,5.684426
14118,19,4.2776365
14119,9,5.7323585
14120,30,4.570718
14121,15,3.98616
14122,13,4.4695373
14123,14,3.8787124
14124,10,4.5689096
14125,11,4.364215
14126,10,2.9698236
14127,15,3.2995043
14128,19,3.157603
14129,21,3.0168793
14130,21,3.03613
14131,24,2.6458828
14132,26,2.8990314
14133,28,1.8847144
14134,23,3.4076047
14135,26,2.9720714
14136,27,3.2901938
14137,28,3.689752
14138,30,4.1913404
14139,20,5.348667
14140,32,7.66046
14141,36,5.777899
14142,32,6.1534376
14143,39,3.146868
14144,30,2.607899
14145,26,3.47334
14146,33,2.9279513
14147,28,4.451979
14148,29,3.2804444
14149,50,3.572524
14150,34,3.1464305
14151,48,4.057064
14152,38,4.498813
14153,52,3.2666378
14154,48,5.774206
14155,44,4.107346
14156,40,5.191736
14157,50,3.0240188
14158,42,4.01389
14159,39,3.7892478
14160,39,4.00782
14161,43,3.1968174
14162,40,2.3181205
14163,40,1.801903
14164,40,3.701446
14165,39,1.7544482
14166,48,3.711537
14167,44,3.1678102
14168,37,4.9816666
14169,34,5.334142
14170,35,4.694394
14171,26,2.555966
14172,28,6.596632
14173,32,5.9229918
14174,34,5.6762104
14175,32,6.0753784
14176,36,5.888744
14177,30,5.88928
14178,29,1.7039766
14179,31,5.387841
14180,29,1.2371378
14181,30,5.7862372
14182,28,3.0242035
14183,26,6.0564623
14184,26,4.821928
14185,28,6.4115114
14186,29,5.4671288
14187,27,5.8006506
14188,28,2.2501645
14189,26,5.616162
14190,27,1.38097
14191,30,2.7319982
14192,32,2.4240732
14193,35,3.6926987
14194,35,5.494026
14195,35,5.3129973
14196,37,5.1697426
14197,35,4.7653847
14198,35,5.861481
14199,35,5.1953626
14200,33,3.9757802
14201,35,5.2725925
14202,33,5.527988
14203,34,4.5683575
14204,34,5.1597037
14205,32,4.583775
14206,34,5.5232415
14207,38,5.560276
14208,36,5.7363453
14209,46,4.9401197
14210,48,5.9859295
14211,47,2.0457275
14212,48,2.662497
14213,43,2.731318
14214,33,1.8316871
14215,37,3.1978898
14216,37,2.3943155
14217,41,4.0028486
14218,33,4.0081935
14219,27,4.2967415
14220,27,3.9575057
14221,24,4.029485
14222,23,3.5167267
14223,23,3.2493908
14224,22,2.838044
14225,24,3.5088477
14226,22,3.9671323
14227,20,3.578734
14228,22,3.3613238
14229,21,1.7568145
14230,27,2.9039714
